   T(K)      P(MPA)     x1Alpha    x1Beta  etaAlpha   etaBeta
  437.00     .200000  .65250471831  .98403284425  .30967283349  .34796756491
  438.00     .200000  .65515783877  .98377012625  .30907775041  .34740071553
  439.00     .200000  .65817551798  .98347362290  .30849616891  .34682233993
  440.00     .200000  .66104218979  .98318524856  .30790737544  .34624283067
  441.00     .200000  .66389421834  .98289231354  .30731684082  .34565898506
  442.00     .200000  .66674932504  .98259387766  .30672531796  .34507052230
  443.00     .200000  .66960996784  .98228973878  .30613294120  .34447734457
  444.00     .200000  .67247548284  .98197965395  .30553971264  .34387934228
  445.00     .200000  .67534718882  .98166356315  .30494572633  .34327645052
  446.00     .200000  .67822584898  .98134131644  .30435105682  .34266858063
  447.00     .200000  .68111100587  .98101270001  .30375572411  .34205562602
  448.00     .200000  .68400839291  .98067792422  .30316005803  .34143758792
  449.00     .200000  .68691715563  .98033684265  .30256408135  .34081437476
  450.00     .200000  .68982760784  .97998833587  .30196734876  .34018564131
  451.00     .200000  .69291346142  .97961340750  .30137917528  .33954637476
  452.00     .200000  .69585992653  .97924771977  .30078302896  .33890579581
  453.00     .200000  .69879446372  .97887575058  .30018556095  .33825981302
  454.00     .200000  .70173374592  .97849600878  .29958771564  .33760797464
  455.00     .200000  .70468031323  .97810814281  .29898969720  .33695012371
  456.00     .200000  .70763467853  .97771188069  .29839160492  .33628612191
  457.00     .200000  .71059702546  .97730694207  .29779352426  .33561582651
  458.00     .200000  .71356757658  .97689304155  .29719554791  .33493909112
  459.00     .200000  .71654647448  .97646987124  .29659776874  .33425576101
  460.00     .200000  .71970216616  .97601762128  .29601129733  .33356043493
  461.00     .200000  .72256125157  .97559194749  .29540529831  .33286799929
  462.00     .200000  .72576753297  .97512575199  .29482258379  .33216031049
  463.00     .200000  .72877214253  .97465437400  .29422635403  .33144680345
  464.00     .200000  .73179348714  .97417727584  .29363140777  .33072726201
  465.00     .200000  .73483088046  .97368964932  .29303784183  .33000029923
  466.00     .200000  .73787904861  .97319011441  .29244541934  .32926544944
  467.00     .200000  .74093773786  .97267814981  .29185426071  .32852247647
  468.00     .200000  .74416490972  .97213089216  .29127698026  .32776497520
  469.00     .200000  .74727642349  .97158865272  .29069166577  .32700394711
  469.50     .200000  .74872463011  .97133814742  .29039056864  .32662728683
  470.00     .200000  .75039782981  .97104078067  .29010815713  .32623637979
  470.50     .200000  .75199098038  .97075361154  .28981954408  .32584702507
  471.00     .200000  .75356258871  .97046574078  .28952946704  .32545619090
  471.50     .200000  .75512994078  .97017467956  .28923936085  .32506317301
  472.00     .200000  .75669824853  .96987979585  .28894968126  .32466778146
  472.50     .200000  .75826913234  .96958087356  .28866058998  .32426994147
  473.00     .200000  .75984312963  .96927778952  .28837215959  .32386960377
  473.50     .200000  .76142044759  .96897043967  .28808443586  .32346672412
  474.00     .200000  .76300119223  .96865872183  .28779745692  .32306125843
  474.50     .200000  .76458543907  .96834253149  .28751125928  .32265316167
  475.00     .200000  .76617325539  .96802176070  .28722587979  .32224238748
  475.50     .200000  .76776470724  .96769629763  .28694135625  .32182888807
  476.00     .200000  .76949946325  .96733957224  .28667114777  .32140513819
  476.50     .200000  .77100944531  .96702302897  .28637996457  .32099130796
  477.00     .200000  .77271998608  .96666082674  .28610893760  .32056310751
  477.50     .200000  .77436370469  .96630887449  .28583214045  .32013633724
  478.00     .200000  .77598893157  .96595548892  .28555423166  .31970767731
  478.50     .200000  .77761101338  .96559761284  .28527673683  .31927624420
  479.00     .200000  .77923495239  .96523434595  .28500018731  .31884176398
  479.50     .200000  .78086244929  .96486533552  .28472479428  .31840411734
  480.00     .200000  .78249413514  .96449036704  .28445066501  .31796322374
  480.50     .200000  .78413029049  .96410925774  .28417787346  .31751901116
  481.00     .200000  .78577108111  .96372182811  .28390648375  .31707140807
  481.50     .200000  .78754295109  .96329898488  .28365055323  .31661205290
  482.00     .200000  .78911253656  .96291725192  .28337326149  .31616286032
  482.50     .200000  .79086587308  .96248596281  .28311765878  .31569780204
  483.00     .200000  .79256286085  .96206317763  .28285692791  .31523351802
  483.50     .200000  .79424929933  .96163860986  .28259619635  .31476703904
  484.00     .200000  .79593094767  .96120707376  .28233613181  .31429685228
  484.50     .200000  .79761459991  .96076785144  .28207756234  .31382272788
  485.00     .200000  .79930304501  .96032060943  .28182087276  .31334454589
  485.50     .200000  .80099704660  .95986498256  .28156621763  .31286217652
  486.00     .200000  .80281774635  .95936959186  .28132880844  .31236650809
  486.50     .200000  .80457077582  .95888521742  .28108470321  .31187220846
  487.00     .200000  .80630399355  .95839761366  .28083974485  .31137513566
  487.50     .200000  .80803439002  .95790219118  .28059608751  .31087393582
  488.00     .200000  .80976836248  .95739729405  .28035460609  .31036810231
  488.50     .200000  .81150840615  .95688212654  .28011570013  .30985737672
  489.00     .200000  .81336901153  .95632369574  .27989501066  .30933212578
  489.50     .200000  .81517050091  .95577391608  .27966851610  .30880742483
  490.00     .200000  .81695519775  .95521887595  .27944184475  .30827920217
  490.50     .200000  .81873893997  .95465370689  .27921719854  .30774601213
  491.00     .200000  .82052792622  .95407642705  .27899551885  .30720724732
  491.50     .200000  .82243268997  .95345199391  .27879303044  .30665264114
  492.00     .200000  .82428309769  .95283270004  .27858532954  .30609742982
  492.50     .200000  .82611932133  .95220560416  .27837817066  .30553780666
  493.00     .200000  .82795758802  .95156587486  .27817400178  .30497232952
  493.50     .200000  .82990670141  .95087557279  .27798974630  .30438986555
  494.00     .200000  .83180977584  .95018822202  .27780158799  .30380603887
  494.50     .200000  .83370156185  .94949029418  .27761482503  .30321686131
  495.00     .200000  .83569531962  .94873999306  .27744779647  .30261006467
  495.50     .200000  .83764606754  .94799003256  .27727749339  .30200104712
  496.00     .200000  .83958784988  .94722685485  .27710936628  .30138580761
  496.50     .200000  .84163054442  .94640651999  .27696206607  .30075145152
  497.00     .200000  .84363582701  .94558251841  .27681265395  .30011360601
  497.50     .200000  .84572762504  .94470293335  .27668261475  .29945704984
  498.00     .200000  .84778082971  .94381834744  .27655052336  .29879655328
  498.50     .200000  .84991827084  .94287462354  .27643835503  .29811626252
  499.00     .200000  .85202106515  .94192208163  .27632512504  .29743086037
  499.50     .200000  .85420885914  .94090494032  .27623297535  .29672404106
  500.00     .200000  .85645329807  .93983320460  .27615743019  .29599873007
  500.50     .200000  .85865771994  .93875041540  .27608050621  .29526760187
  501.00     .200000  .86094243525  .93759529859  .27602556835  .29451282098
  501.50     .200000  .86336858451  .93633158656  .27600577397  .29372392169
  502.00     .200000  .86572685004  .93506360901  .27598021326  .29293120682
  502.50     .200000  .86822723240  .93367420206  .27599178034  .29210081630
  503.00     .200000  .87074791296  .93222392590  .27601656382  .29125037393
  503.50     .200000  .87330108338  .93070041237  .27605760850  .29037641239
  504.00     .200000  .87596695824  .92904721882  .27613303365  .28946293057
  504.50     .200000  .87871549289  .92727088750  .27623774544  .28851212325
  505.00     .200000  .88145532091  .92542055699  .27635228065  .28753826126
